,Date_time,Word_count
0,2020-03-18 18:03:24.505428,"('people', 396)"
1,2020-03-18 18:03:24.505428,"('said', 307)"
2,2020-03-18 18:03:24.505428,"('gmt', 197)"
3,2020-03-18 18:03:24.505428,"('coronavirus', 185)"
4,2020-03-18 18:03:24.505428,"('health', 166)"
5,2020-03-18 18:03:24.505428,"('government', 150)"
6,2020-03-18 18:03:24.505428,"('new', 140)"
7,2020-03-18 18:03:24.505428,"('19', 139)"
8,2020-03-18 18:03:24.505428,"('covid', 139)"
9,2020-03-18 18:03:24.505428,"('home', 138)"
